time,r,Ge,G,P,Q,N
103.73154362416106,0.0,4.436777423290433,4.202726475757492,7.472972374119979,7.224307696519166e-09,5.119266258976106e-27
103.73154362416106,0.0005263157894736842,4.436777423290433,4.2033653699089015,7.473005372169184,7.207971047585033e-09,5.07740094085182e-27
103.73154362416106,0.0010526315789473684,4.436777423290433,4.205282241831563,7.473104342644326,7.1592177506912315e-09,4.954007671430655e-27
103.73154362416106,0.0015789473684210526,4.436777423290433,4.208477786299013,7.473269221711249,7.078807240521862e-09,4.755485125442537e-27
103.73154362416106,0.002105263157894737,4.436777423290433,4.212953140484695,7.47349990198383,6.967981772788933e-09,4.491855549262063e-27
103.73154362416106,0.002631578947368421,4.436777423290433,4.218709896987642,7.473796233522958,6.828431152068387e-09,4.175886213092641e-27
103.73154362416106,0.003157894736842105,4.436777423290433,4.225750104385,7.474158024234979,6.6622458580212235e-09,3.8220207808141596e-27
103.73154362416106,0.0036842105263157894,4.436777423290433,4.234076267937436,7.474585040379707,6.471860167264514e-09,3.445247559672439e-27
103.73154362416106,0.004210526315789474,4.436777423290433,4.243691350444258,7.475077007184947,6.259987553621188e-09,3.0600302170241817e-27
103.73154362416106,0.004736842105263157,4.436777423290433,4.254598773244915,7.475633609563694,6.0295508915480025e-09,2.67940643204867e-27
103.73154362416106,0.005263157894736842,4.436777423290433,4.266802417363661,7.4762544929298285,5.783610099083661e-09,2.3143269520245056e-27
103.73154362416106,0.005789473684210527,4.436777423290433,4.280306624794629,7.4769392641074175,5.525289836773407e-09,1.973268453137901e-27
103.73154362416106,0.00631578947368421,4.436777423290433,4.2951161999252125,7.477687492328377,5.257709734910609e-09,1.6621155006429318e-27
103.73154362416106,0.006842105263157894,4.436777423290433,4.311236411096618,7.4784987103128895,4.983919367537073e-09,1.3842756172894805e-27
103.73154362416106,0.007368421052631579,4.436777423290433,4.328672992301498,7.479372415426474,4.70683984831657e-09,1.1409707190172879e-27
103.73154362416106,0.007894736842105263,4.436777423290433,4.347432145019681,7.480308070907399,4.4292135151853136e-09,9.316391892423412e-28
103.73154362416106,0.008421052631578947,4.436777423290433,4.367520540194223,7.48130510715765,4.1535627243831105e-09,7.5438460445706735e-28
